,MKTDEPTH_EVENT_TYPE,MKTDEPTH_EVENT_SUBTYPE,ID_BB_SEC_NUM_SRC,FEED_SOURCE,EID,MD_TABLE_CMD_RT,MD_BOOK_TYPE,MBO_WINDOW_SIZE,MD_BOOK_SUBTYPE,MD_PRICE_DISPLAY_FORMAT_TYPE_RT,MD_PRICE_DISPLAY_MIN_NUM_DECIMALS_RT,MD_PRICE_DISPLAY_MAX_NUM_DECIMALS_RT,MD_CURRENCY_RT,MD_QUOTED_CURRENCY_REALTIME,MD_ROUND_LOT_SIZE_RT,cid,MBL_WINDOW_SIZE,MBO_SEQNUM_RT,MD_MULTI_TICK_UPD_RT,MBL_ASK_POSITION_RT,MBL_ASK_RT,MBL_ASK_COND_CODE_RT,MBL_ASK_NUM_ORDERS_RT,MBL_ASK_SIZE_RT,MBL_TIME_RT,MBO_ASK_POSITION_RT,MBO_ASK_RT,MBO_ASK_BROKER_RT,MBO_ASK_COND_CODE_RT,MBO_ASK_SIZE_RT,MBO_TIME_RT,MBO_BID_POSITION_RT,MBO_BID_RT,MBO_BID_BROKER_RT,MBO_BID_COND_CODE_RT,MBO_BID_SIZE_RT,MBL_BID_POSITION_RT,MBL_BID_RT,MBL_BID_COND_CODE_RT,MBL_BID_NUM_ORDERS_RT,MBL_BID_SIZE_RT,MBO_ORDER_ID_RT
0,MARKET_BY_ORDER,TABLE_INITPAINT,730145003912.0,HK,14112,REPLACE,TOP-RBP,40.0,TOPBROKER,DECIMAL,2.0,3.0,HKD,HKD,2000.0,970 HK Equity.type=TOP,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MARKET_BY_LEVEL,TABLE_INITPAINT,730145003912.0,HK,14112,REPLACE,MBL-RBP,,CLOB,DECIMAL,2.0,3.0,HKD,HKD,2000.0,970 HK Equity.type=MBL,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,MARKET_BY_ORDER,TABLE_INITPAINT,730145003912.0,HK,53714,ADD,MBO-AMD,1000.0,CLOB,DECIMAL,2.0,3.0,HKD,HKD,2000.0,970 HK Equity.type=MBO,,4.0,,,,,,,,,,,,,,,,,,,,,,,,
3,MARKET_BY_LEVEL,ASK,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=MBL,,,0.0,1.0,1.0,,1.0,10000.0,2023-06-23 01:00:10.256000,,,,,,,,,,,,,,,,,
4,MARKET_BY_ORDER,ASK,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=TOP,,,,,,,,,,1.0,1.0, 298,,0.0,2023-06-23 01:00:10,,,,,,,,,,,
5,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=TOP,,,,,,,,,,,,,,,2023-06-23 01:02:14,1.0,0.8199999928474426,8305,,0.0,,,,,,
6,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=MBL,,,0.0,,,,,,2023-06-23 01:02:14.385000,,,,,,,,,,,,1.0,0.8199999928474426,,1.0,2000.0,
7,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=MBL,,,1.0,,,,,,2023-06-23 01:18:38.292000,,,,,,,,,,,,1.0,0.8299999833106995,,1.0,2000.0,
8,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=MBL,,,0.0,,,,,,2023-06-23 01:18:38.292000,,,,,,,,,,,,2.0,0.8199999928474426,,1.0,2000.0,
9,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=TOP,,,,,,,,,,,,,,,2023-06-23 01:18:38,1.0,0.8299999833106995,5256,,0.0,,,,,,
10,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=TOP,,,,,,,,,,,,,,,2023-06-23 01:18:38,2.0,0.8199999928474426,8305,,0.0,,,,,,
11,MARKET_BY_ORDER,ASK,,,53714,ADD,,,,,,,,,,970 HK Equity.type=MBO,,5.0,,,,,,,,1.0,1.0,,,10000.0,2023-06-23 01:20:28.829000,,,,,,,,,,,2487554
12,MARKET_BY_ORDER,BID,,,53714,ADD,,,,,,,,,,970 HK Equity.type=MBO,,6.0,,,,,,,,,,,,,2023-06-23 01:20:28.829000,1.0,0.8299999833106995,,,2000.0,,,,,,10010370
13,MARKET_BY_ORDER,BID,,,53714,ADD,,,,,,,,,,970 HK Equity.type=MBO,,7.0,,,,,,,,,,,,,2023-06-23 01:20:28.829000,2.0,0.8199999928474426,,,2000.0,,,,,,7506178
14,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=MBL,,,1.0,,,,,,2023-06-23 01:30:31.344000,,,,,,,,,,,,1.0,0.8399999737739563,,1.0,2000.0,
15,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=MBL,,,1.0,,,,,,2023-06-23 01:30:31.344000,,,,,,,,,,,,2.0,0.8299999833106995,,1.0,2000.0,
16,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=MBL,,,0.0,,,,,,2023-06-23 01:30:31.344000,,,,,,,,,,,,3.0,0.8199999928474426,,1.0,2000.0,
17,MARKET_BY_ORDER,BID,,,53714,ADD,,,,,,,,,,970 HK Equity.type=MBO,,8.0,,,,,,,,,,,,,2023-06-23 01:30:31.344000,1.0,0.8399999737739563,,,2000.0,,,,,,27474434
18,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=TOP,,,,,,,,,,,,,,,2023-06-23 01:30:31,1.0,0.8399999737739563,3646,,0.0,,,,,,
19,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=TOP,,,,,,,,,,,,,,,2023-06-23 01:30:31,2.0,0.8299999833106995,5256,,0.0,,,,,,
20,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=TOP,,,,,,,,,,,,,,,2023-06-23 01:30:31,3.0,0.8199999928474426,8305,,0.0,,,,,,
21,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=MBL,,,1.0,,,,,,2023-06-23 01:30:42.908000,,,,,,,,,,,,2.0,0.8199999928474426,,1.0,2000.0,
22,MARKET_BY_LEVEL,BID,,,14112,REPLACE_CLEAR,,,,,,,,,,970 HK Equity.type=MBL,,,0.0,,,,,,2023-06-23 01:30:42.908000,,,,,,,,,,,,3.0,0.0,,0.0,0.0,
23,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=MBL,,,0.0,,,,,,2023-06-23 01:30:42.908000,,,,,,,,,,,,1.0,0.8399999737739563,,2.0,4000.0,
24,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=MBL,,,0.0,,,,,,2023-06-23 01:30:42.909000,,,,,,,,,,,,1.0,0.8399999737739563,,1.0,2000.0,
25,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=MBL,,,1.0,,,,,,2023-06-23 01:30:42.909000,,,,,,,,,,,,2.0,0.8299999833106995,,1.0,2000.0,
26,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=MBL,,,0.0,,,,,,2023-06-23 01:30:42.909000,,,,,,,,,,,,3.0,0.8199999928474426,,1.0,2000.0,
27,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=MBL,,,1.0,,,,,,2023-06-23 01:30:42.910000,,,,,,,,,,,,2.0,0.8199999928474426,,1.0,2000.0,
28,MARKET_BY_LEVEL,BID,,,14112,REPLACE_CLEAR,,,,,,,,,,970 HK Equity.type=MBL,,,0.0,,,,,,2023-06-23 01:30:42.910000,,,,,,,,,,,,3.0,0.0,,0.0,0.0,
29,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=MBL,,,1.0,,,,,,2023-06-23 01:30:42.910000,,,,,,,,,,,,1.0,0.8500000238418579,,1.0,2000.0,
30,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=MBL,,,1.0,,,,,,2023-06-23 01:30:42.910000,,,,,,,,,,,,2.0,0.8399999737739563,,1.0,2000.0,
31,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=MBL,,,0.0,,,,,,2023-06-23 01:30:42.910000,,,,,,,,,,,,3.0,0.8199999928474426,,1.0,2000.0,
32,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=MBL,,,1.0,,,,,,2023-06-23 01:30:42.910000,,,,,,,,,,,,1.0,0.8399999737739563,,1.0,2000.0,
33,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=MBL,,,1.0,,,,,,2023-06-23 01:30:42.910000,,,,,,,,,,,,2.0,0.8199999928474426,,1.0,2000.0,
34,MARKET_BY_LEVEL,BID,,,14112,REPLACE_CLEAR,,,,,,,,,,970 HK Equity.type=MBL,,,0.0,,,,,,2023-06-23 01:30:42.910000,,,,,,,,,,,,3.0,0.0,,0.0,0.0,
35,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=MBL,,,1.0,,,,,,2023-06-23 01:30:42.910000,,,,,,,,,,,,2.0,0.8299999833106995,,1.0,2000.0,
36,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=MBL,,,0.0,,,,,,2023-06-23 01:30:42.910000,,,,,,,,,,,,3.0,0.8199999928474426,,1.0,2000.0,
37,MARKET_BY_ORDER,BID,,,53714,DEL,,,,,,,,,,970 HK Equity.type=MBO,,9.0,,,,,,,,,,,,,2023-06-23 01:30:42.908000,2.0,0.8299999833106995,,,2000.0,,,,,,10010370
38,MARKET_BY_ORDER,BID,,,53714,ADD,,,,,,,,,,970 HK Equity.type=MBO,,10.0,,,,,,,,,,,,,2023-06-23 01:30:42.908000,2.0,0.8399999737739563,,,2000.0,,,,,,33633026
39,MARKET_BY_ORDER,BID,,,53714,DEL,,,,,,,,,,970 HK Equity.type=MBO,,11.0,,,,,,,,,,,,,2023-06-23 01:30:42.909000,1.0,0.8399999737739563,,,2000.0,,,,,,27474434
40,MARKET_BY_ORDER,BID,,,53714,ADD,,,,,,,,,,970 HK Equity.type=MBO,,12.0,,,,,,,,,,,,,2023-06-23 01:30:42.909000,2.0,0.8299999833106995,,,2000.0,,,,,,33633282
41,MARKET_BY_ORDER,BID,,,53714,DEL,,,,,,,,,,970 HK Equity.type=MBO,,13.0,,,,,,,,,,,,,2023-06-23 01:30:42.910000,2.0,0.8299999833106995,,,2000.0,,,,,,33633282
42,MARKET_BY_ORDER,BID,,,53714,ADD,,,,,,,,,,970 HK Equity.type=MBO,,14.0,,,,,,,,,,,,,2023-06-23 01:30:42.910000,1.0,0.8500000238418579,,,2000.0,,,,,,33633538
43,MARKET_BY_ORDER,BID,,,53714,DEL,,,,,,,,,,970 HK Equity.type=MBO,,15.0,,,,,,,,,,,,,2023-06-23 01:30:42.910000,1.0,0.8500000238418579,,,2000.0,,,,,,33633538
44,MARKET_BY_ORDER,BID,,,53714,ADD,,,,,,,,,,970 HK Equity.type=MBO,,16.0,,,,,,,,,,,,,2023-06-23 01:30:42.910000,2.0,0.8299999833106995,,,2000.0,,,,,,33633794
45,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=TOP,,,,,,,,,,,,,,,2023-06-23 01:30:42,1.0,0.8399999737739563,5256,,0.0,,,,,,
46,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=TOP,,,,,,,,,,,,,,,2023-06-23 01:30:42,2.0,0.8299999833106995,3646,,0.0,,,,,,
47,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=MBL,,,1.0,,,,,,2023-06-23 01:30:42.960000,,,,,,,,,,,,2.0,0.8199999928474426,,1.0,2000.0,
48,MARKET_BY_LEVEL,BID,,,14112,REPLACE_CLEAR,,,,,,,,,,970 HK Equity.type=MBL,,,0.0,,,,,,2023-06-23 01:30:42.960000,,,,,,,,,,,,3.0,0.0,,0.0,0.0,
49,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=MBL,,,1.0,,,,,,2023-06-23 01:30:42.960000,,,,,,,,,,,,1.0,0.8500000238418579,,1.0,2000.0,
50,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=MBL,,,1.0,,,,,,2023-06-23 01:30:42.960000,,,,,,,,,,,,2.0,0.8399999737739563,,1.0,2000.0,
51,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=MBL,,,0.0,,,,,,2023-06-23 01:30:42.960000,,,,,,,,,,,,3.0,0.8199999928474426,,1.0,2000.0,
52,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=TOP,,,,,,,,,,,,,,,2023-06-23 01:30:42,1.0,0.8500000238418579,3646,,0.0,,,,,,
53,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=TOP,,,,,,,,,,,,,,,2023-06-23 01:30:42,2.0,0.8399999737739563,5256,,0.0,,,,,,
54,MARKET_BY_ORDER,BID,,,53714,DEL,,,,,,,,,,970 HK Equity.type=MBO,,17.0,,,,,,,,,,,,,2023-06-23 01:30:42.960000,2.0,0.8299999833106995,,,2000.0,,,,,,33633794
55,MARKET_BY_ORDER,BID,,,53714,ADD,,,,,,,,,,970 HK Equity.type=MBO,,18.0,,,,,,,,,,,,,2023-06-23 01:30:42.960000,1.0,0.8500000238418579,,,2000.0,,,,,,33655042
56,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=MBL,,,1.0,,,,,,2023-06-23 01:30:43.727000,,,,,,,,,,,,2.0,0.8199999928474426,,1.0,2000.0,
57,MARKET_BY_LEVEL,BID,,,14112,REPLACE_CLEAR,,,,,,,,,,970 HK Equity.type=MBL,,,0.0,,,,,,2023-06-23 01:30:43.727000,,,,,,,,,,,,3.0,0.0,,0.0,0.0,
58,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=MBL,,,1.0,,,,,,2023-06-23 01:30:43.727000,,,,,,,,,,,,2.0,0.8299999833106995,,1.0,2000.0,
59,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=MBL,,,0.0,,,,,,2023-06-23 01:30:43.727000,,,,,,,,,,,,3.0,0.8199999928474426,,1.0,2000.0,
60,MARKET_BY_ORDER,BID,,,53714,DEL,,,,,,,,,,970 HK Equity.type=MBO,,19.0,,,,,,,,,,,,,2023-06-23 01:30:43.727000,2.0,0.8399999737739563,,,2000.0,,,,,,33633026
61,MARKET_BY_ORDER,BID,,,53714,ADD,,,,,,,,,,970 HK Equity.type=MBO,,20.0,,,,,,,,,,,,,2023-06-23 01:30:43.727000,2.0,0.8299999833106995,,,2000.0,,,,,,34017538
62,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=TOP,,,,,,,,,,,,,,,2023-06-23 01:30:43,2.0,0.8299999833106995,5256,,0.0,,,,,,
63,MARKET_BY_ORDER,BID,,,53714,DEL,,,,,,,,,,970 HK Equity.type=MBO,,21.0,,,,,,,,,,,,,2023-06-23 01:30:44.844000,1.0,0.8500000238418579,,,2000.0,,,,,,33655042
64,MARKET_BY_ORDER,BID,,,53714,ADD,,,,,,,,,,970 HK Equity.type=MBO,,22.0,,,,,,,,,,,,,2023-06-23 01:30:44.844000,1.0,0.8399999737739563,,,2000.0,,,,,,34641922
65,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=TOP,,,,,,,,,,,,,,,2023-06-23 01:30:44,1.0,0.8399999737739563,3646,,0.0,,,,,,
66,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=MBL,,,1.0,,,,,,2023-06-23 01:30:44.844000,,,,,,,,,,,,1.0,0.8299999833106995,,1.0,2000.0,
67,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=MBL,,,1.0,,,,,,2023-06-23 01:30:44.844000,,,,,,,,,,,,2.0,0.8199999928474426,,1.0,2000.0,
68,MARKET_BY_LEVEL,BID,,,14112,REPLACE_CLEAR,,,,,,,,,,970 HK Equity.type=MBL,,,0.0,,,,,,2023-06-23 01:30:44.844000,,,,,,,,,,,,3.0,0.0,,0.0,0.0,
69,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=MBL,,,1.0,,,,,,2023-06-23 01:30:44.844000,,,,,,,,,,,,1.0,0.8399999737739563,,1.0,2000.0,
70,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=MBL,,,1.0,,,,,,2023-06-23 01:30:44.844000,,,,,,,,,,,,2.0,0.8299999833106995,,1.0,2000.0,
71,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=MBL,,,0.0,,,,,,2023-06-23 01:30:44.844000,,,,,,,,,,,,3.0,0.8199999928474426,,1.0,2000.0,
72,MARKET_BY_ORDER,BID,,,53714,ADD,,,,,,,,,,970 HK Equity.type=MBO,,23.0,,,,,,,,,,,,,2023-06-23 01:31:12.019000,4.0,0.6600000262260437,,,10000.0,,,,,,45646594
73,MARKET_BY_ORDER,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=TOP,,,,,,,,,,,,,,,2023-06-23 01:31:12,4.0,0.6600000262260437,1836,,0.0,,,,,,
74,MARKET_BY_ORDER,BID,,,53714,DEL,,,,,,,,,,970 HK Equity.type=MBO,,24.0,,,,,,,,,,,,,2023-06-23 01:31:22.344000,1.0,0.8399999737739563,,,2000.0,,,,,,34641922
75,MARKET_BY_ORDER,BID,,,53714,ADD,,,,,,,,,,970 HK Equity.type=MBO,,25.0,,,,,,,,,,,,,2023-06-23 01:31:22.344000,1.0,0.8399999737739563,,,4000.0,,,,,,49535746
76,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=MBL,,,1.0,,,,,,2023-06-23 01:31:22.344000,,,,,,,,,,,,1.0,0.8299999833106995,,1.0,2000.0,
77,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=MBL,,,1.0,,,,,,2023-06-23 01:31:22.344000,,,,,,,,,,,,2.0,0.8199999928474426,,1.0,2000.0,
78,MARKET_BY_LEVEL,BID,,,14112,REPLACE_CLEAR,,,,,,,,,,970 HK Equity.type=MBL,,,0.0,,,,,,2023-06-23 01:31:22.344000,,,,,,,,,,,,3.0,0.0,,0.0,0.0,
79,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=MBL,,,1.0,,,,,,2023-06-23 01:31:22.344000,,,,,,,,,,,,1.0,0.8399999737739563,,1.0,4000.0,
80,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=MBL,,,1.0,,,,,,2023-06-23 01:31:22.344000,,,,,,,,,,,,2.0,0.8299999833106995,,1.0,2000.0,
81,MARKET_BY_LEVEL,BID,,,14112,REPLACE,,,,,,,,,,970 HK Equity.type=MBL,,,0.0,,,,,,2023-06-23 01:31:22.344000,,,,,,,,,,,,3.0,0.8199999928474426,,1.0,2000.0,
82,MARKET_BY_ORDER,BID,,,53714,DEL,,,,,,,,,,970 HK Equity.type=MBO,,26.0,,,,,,,,,,,,,2023-06-23 01:32:28.801000,2.0,0.8299999833106995,,,2000.0,,,,,,34017538
83,MARKET_BY_ORDER,BID,,,53714,ADD,,,,,,,,,,970 HK Equity.type=MBO,,27.0,,,,,,,,,,,,,2023-06-23 01:32:28.801000,2.0,0.8399999737739563,,,2000.0,,,,,,73135618
84,MARKET_BY_ORDER,BID,,,53714,DEL,,,,,,,,,,970 HK Equity.type=MBO,,28.0,,,,,,,,,,,,,2023-06-23 01:32:28.801000,1.0,0.8399999737739563,,,4000.0,,,,,,49535746
85,MARKET_BY_ORDER,BID,,,53714,ADD,,,,,,,,,,970 HK Equity.type=MBO,,29.0,,,,,,,,,,,,,2023-06-23 01:32:28.801000,2.0,0.8299999833106995,,,4000.0,,,,,,73136130
86,MARKET_BY_ORDER,BID,,,53714,DEL,,,,,,,,,,970 HK Equity.type=MBO,,30.0,,,,,,,,,,,,,2023-06-23 01:32:28.802000,2.0,0.8299999833106995,,,4000.0,,,,,,73136130
87,MARKET_BY_ORDER,BID,,,53714,ADD,,,,,,,,,,970 HK Equity.type=MBO,,31.0,,,,,,,,,,,,,2023-06-23 01:32:28.802000,1.0,0.8500000238418579,,,4000.0,,,,,,73136386
